,MktDate,Instrument,MachineTime,ExchangeTime,Bid,Bid1,Bid2,Bid3,Bid4,Ask,Ask1,Ask2,Ask3,Ask4,BidSize,BidSize1,BidSize2,BidSize3,BidSize4,AskSize,AskSize1,AskSize2,AskSize3,AskSize4,LastPrice,AccVolume,AccTurnOver,Volume,TurnOver,Pred,DATA_SOURCE,AS_OF_DATE
1,20210125,OI0001,664664400052264923,664664400000000000,9770.0,9769.0,9768.0,9767.0,9766.0,9772.0,9773.0,9775.0,9776.0,9777.0,112,1,5,11,8,6,4,204,13,2,9770.0,375,36637500.0,3.0,33003060.0,-0.12838000000010652,EsunnyL2,20210125
2,20210125,OI0001,664664400302438390,664664400250000000,9772.0,9770.0,9769.0,9768.0,9767.0,9775.0,9776.0,9777.0,9778.0,9779.0,2,46,2,5,14,199,13,2,3,1,9770.0,590,57646480.0,215.0,21008980.0,-0.16427499999917927,EsunnyL2,20210125
4,20210125,OI0001,664664400848606679,664664400750000000,9771.0,9768.0,9767.0,9766.0,9765.0,9772.0,9773.0,9774.0,9775.0,9776.0,2,6,11,8,113,5,14,10,230,15,9771.0,771,75331920.0,80.0,7816200.0,-0.26278000000093016,EsunnyL2,20210125
5,20210125,OI0001,664664401052950623,664664401000000000,9769.0,9768.0,9767.0,9766.0,9765.0,9771.0,9772.0,9773.0,9774.0,9775.0,5,9,11,8,113,2,10,22,10,229,9770.0,820,80119760.0,49.0,4787840.0,-0.3811649999988731,EsunnyL2,20210125
6,20210125,OI0001,664664401302961499,664664401250000000,9769.0,9768.0,9767.0,9766.0,9765.0,9770.0,9771.0,9772.0,9773.0,9774.0,5,9,11,8,113,40,34,46,19,10,9770.0,832,81292150.0,12.0,1172390.0,-0.5343000000011671,EsunnyL2,20210125
7,20210125,OI0001,664664401553312025,664664401500000000,9768.0,9767.0,9766.0,9765.0,9764.0,9770.0,9771.0,9772.0,9773.0,9774.0,3,11,8,113,3,36,33,47,19,10,9768.0,865,84515960.0,0.0,84515960.0,-0.6514879999995173,EsunnyL2,20210125
9,20210125,OI0001,664664401803221105,664664401750000000,9767.0,9766.0,9765.0,9764.0,9763.0,9769.0,9770.0,9771.0,9772.0,9773.0,12,8,113,4,1,2,31,33,49,19,9768.0,885,86469750.0,20.0,1953790.0,-0.8652830000009999,EsunnyL2,20210125
10,20210125,OI0001,664664402053520192,664664402000000000,9767.0,0.0,0.0,0.0,0.0,9768.0,0.0,0.0,0.0,0.0,10,0,0,0,0,4,0,0,0,0,9768.0,898,0.0,13.0,-86469750.0,-0.5065539999995963,EFH_SF,20210125
12,20210125,OI0001,664664402306889921,664664402250000000,9766.0,9765.0,9764.0,9763.0,9762.0,9767.0,9768.0,9769.0,9770.0,9771.0,8,105,3,1,3,24,33,8,31,9,9768.0,943,92135040.0,0.0,3940.0,-0.3518320000002859,EsunnyL2,20210125
13,20210125,OI0001,664664402554250468,664664402500000000,9767.0,9766.0,9765.0,9764.0,9763.0,9768.0,9769.0,9770.0,9771.0,9772.0,1,14,91,3,1,24,12,38,9,63,9767.0,1031,100729480.0,88.0,8594440.0,-0.5147440000000643,EsunnyL2,20210125
15,20210125,OI0001,664664402803980611,664664402750000000,9766.0,9765.0,9764.0,9763.0,9762.0,9767.0,9768.0,9769.0,9770.0,9771.0,15,92,3,1,3,2,16,30,52,9,9768.0,1051,102682960.0,0.0,260.0,-0.6552789999986999,EsunnyL2,20210125
16,20210125,OI0001,664664403053992643,664664403000000000,9767.0,9766.0,9765.0,9764.0,9763.0,9768.0,9769.0,9770.0,9771.0,9772.0,3,13,92,3,1,11,30,55,11,51,9767.0,1084,105906120.0,33.0,3223160.0,-0.4451790000002802,EsunnyL2,20210125
17,20210125,OI0001,664664403304182441,664664403250000000,9766.0,9765.0,9764.0,9763.0,9762.0,9768.0,9769.0,9770.0,9771.0,9772.0,1,87,3,1,3,4,30,56,11,45,9766.0,1114,108836070.0,0.0,108836070.0,-0.5866119999991497,EsunnyL2,20210125
19,20210125,OI0001,664664403554258495,664664403500000000,9765.0,9764.0,9763.0,9762.0,9761.0,9766.0,9767.0,9768.0,9769.0,9770.0,82,3,1,3,203,5,1,21,30,56,9765.0,1140,111375280.0,26.0,2539210.0,-0.32613800000035553,EsunnyL2,20210125
20,20210125,OI0001,664664403804330643,664664403750000000,9765.0,9764.0,9763.0,9762.0,9761.0,9766.0,9768.0,9769.0,9770.0,9771.0,82,3,4,3,203,21,15,30,33,7,9766.0,1207,117918740.0,67.0,6543460.0,-0.5050589999991644,EsunnyL2,20210125
21,20210125,OI0001,664664404054491732,664664404000000000,9764.0,9763.0,9762.0,9761.0,9760.0,9765.0,9766.0,9767.0,9768.0,9769.0,4,4,3,203,158,1,3,2,15,30,9767.0,1328,129734790.0,121.0,11816050.0,0.07985899999948742,EsunnyL2,20210125
22,20210125,OI0001,664664404304559807,664664404250000000,9763.0,9762.0,9761.0,9760.0,9759.0,9765.0,9766.0,9767.0,9768.0,9769.0,4,5,203,158,1,2,4,4,16,32,9765.0,1362,133054840.0,34.0,3320050.0,-0.19826999999895634,EsunnyL2,20210125
23,20210125,OI0001,664664404554833341,664664404500000000,9763.0,9762.0,9761.0,9760.0,9759.0,9764.0,9765.0,9766.0,9767.0,9768.0,5,5,203,158,1,1,2,1,5,17,9763.0,1404,137156040.0,42.0,4101200.0,-0.29347799999959534,EsunnyL2,20210125
24,20210125,OI0001,664664404804835358,664664404750000000,9764.0,9763.0,9762.0,9761.0,9760.0,9765.0,9766.0,9767.0,9768.0,9769.0,10,8,5,203,158,3,4,9,17,22,9764.0,1416,138327750.0,12.0,1171710.0,-0.5469250000005559,EsunnyL2,20210125
25,20210125,OI0001,664664405055092322,664664405000000000,9764.0,9763.0,9762.0,9761.0,9760.0,9765.0,9766.0,9767.0,9768.0,9769.0,12,7,5,203,158,1,8,15,17,22,9764.0,1451,141745510.0,35.0,3417760.0,-0.25671499999953085,EsunnyL2,20210125
26,20210125,OI0001,664664405305208680,664664405250000000,9764.0,9763.0,9762.0,9761.0,9760.0,9765.0,9766.0,9767.0,9768.0,9769.0,1,7,5,204,158,15,9,21,17,22,9765.0,1490,145553780.0,39.0,3808270.0,-0.035431999998763786,EsunnyL2,20210125
27,20210125,OI0001,664664405555469456,664664405500000000,9764.0,9763.0,9762.0,9761.0,9760.0,9765.0,9766.0,9767.0,9768.0,9769.0,2,1,5,204,158,31,12,21,18,20,9764.0,1534,149849950.0,44.0,4296170.0,-0.092808999999761,EsunnyL2,20210125
28,20210125,OI0001,664664405805549018,664664405750000000,9764.0,9763.0,9762.0,9761.0,9760.0,9765.0,9766.0,9767.0,9768.0,9769.0,2,3,5,204,158,32,13,22,19,20,9765.0,1550,151412200.0,16.0,1562250.0,-0.015108999999938533,EsunnyL2,20210125
29,20210125,OI0001,664664406055685087,664664406000000000,9764.0,9763.0,9762.0,9761.0,9760.0,9765.0,9766.0,9767.0,9768.0,9769.0,2,4,5,204,158,33,25,22,19,20,9764.0,1576,153950850.0,26.0,2538650.0,0.20290299999942363,EsunnyL2,20210125
30,20210125,OI0001,664664406305788585,664664406250000000,9763.0,9762.0,9761.0,9760.0,9759.0,9764.0,9765.0,9766.0,9767.0,9768.0,5,6,204,158,1,2,30,26,22,19,9764.0,1592,155513150.0,16.0,1562300.0,0.12225100000068778,EsunnyL2,20210125
31,20210125,OI0001,664664406555924520,664664406500000000,9763.0,9762.0,9761.0,9760.0,9759.0,9764.0,9765.0,9766.0,9767.0,9768.0,5,6,204,159,3,1,27,29,24,19,9765.0,1624,158637520.0,32.0,3124370.0,0.6015520000000834,EsunnyL2,20210125
32,20210125,OI0001,664664406806130638,664664406750000000,9763.0,9762.0,9761.0,9760.0,9759.0,9764.0,9765.0,9766.0,9767.0,9768.0,8,6,204,159,3,11,25,29,20,23,9764.0,1640,160199790.0,16.0,1562270.0,0.11551700000018172,EsunnyL2,20210125
33,20210125,OI0001,664664407056197397,664664407000000000,9762.0,9761.0,9760.0,9759.0,9758.0,9764.0,9765.0,9766.0,9767.0,9768.0,4,204,159,3,6,3,19,29,18,23,9762.0,1666,162738290.0,26.0,2538500.0,0.20884300000034273,EsunnyL2,20210125
34,20210125,OI0001,664664407306342219,664664407250000000,9762.0,9761.0,9760.0,9759.0,9758.0,9763.0,9764.0,9765.0,9766.0,9767.0,2,204,159,3,6,1,17,19,29,18,9763.0,1678,163909770.0,12.0,1171480.0,0.3878229999991163,EsunnyL2,20210125
35,20210125,OI0001,664664407556449227,664664407500000000,9763.0,9762.0,9761.0,9760.0,9759.0,9764.0,9765.0,9766.0,9767.0,9768.0,5,11,204,159,3,20,18,16,19,24,9763.0,1697,165764680.0,19.0,1854910.0,-0.03546300000016345,EsunnyL2,20210125
36,20210125,OI0001,664664407806685989,664664407750000000,9764.0,9763.0,9762.0,9761.0,9760.0,9765.0,9766.0,9767.0,9768.0,9769.0,1,3,13,204,159,22,16,19,24,16,9763.0,1732,169181980.0,35.0,3417300.0,0.05704599999990023,EsunnyL2,20210125
37,20210125,OI0001,664664408056823888,664664408000000000,9763.0,0.0,0.0,0.0,0.0,9765.0,0.0,0.0,0.0,0.0,2,0,0,0,0,16,0,0,0,0,9764.0,1756,0.0,24.0,-169181980.0,0.3168900000000576,EFH_SF,20210125
38,20210125,OI0001,664664408306868351,664664408250000000,9764.0,9763.0,9762.0,9761.0,9760.0,9765.0,9766.0,9767.0,9768.0,9769.0,1,8,12,204,159,8,17,19,24,16,9765.0,1786,174454720.0,30.0,174454720.0,0.6547059999993508,EsunnyL2,20210125
39,20210125,OI0001,664664408556968786,664664408500000000,9765.0,9764.0,9763.0,9762.0,9761.0,9766.0,9767.0,9768.0,9769.0,9770.0,30,18,8,12,204,12,19,24,16,58,9765.0,1807,176505440.0,21.0,2050720.0,0.3718539999990753,EsunnyL2,20210125
40,20210125,OI0001,664664408807088274,664664408750000000,9766.0,9765.0,9764.0,9763.0,9762.0,9767.0,9768.0,9769.0,9770.0,9771.0,3,33,18,9,13,19,24,16,58,4,9766.0,1831,178849280.0,24.0,2343840.0,0.21569000000090455,EsunnyL2,20210125
41,20210125,OI0001,664664409057296255,664664409000000000,9766.0,9765.0,9764.0,9763.0,9762.0,9767.0,9768.0,9769.0,9770.0,9771.0,8,35,17,10,13,26,24,16,59,7,9766.0,1836,179337580.0,5.0,488300.0,0.19045700000060606,EsunnyL2,20210125
43,20210125,OI0001,664664409307362723,664664409250000000,9765.0,9764.0,9763.0,9762.0,9761.0,9766.0,9767.0,9768.0,9769.0,9770.0,34,17,10,13,205,1,35,24,16,59,9766.0,1847,180411830.0,0.0,180411830.0,0.17778200000066136,EsunnyL2,20210125
44,20210125,OI0001,664664409557388907,664664409500000000,9766.0,9765.0,9764.0,9763.0,9762.0,9767.0,9768.0,9769.0,9770.0,9771.0,15,29,17,10,13,35,24,16,59,7,9766.0,1858,181486060.0,11.0,1074230.0,0.0791189999999915,EsunnyL2,20210125
46,20210125,OI0001,664664409807616875,664664409750000000,9766.0,9765.0,9764.0,9763.0,9762.0,9767.0,9768.0,9769.0,9770.0,9771.0,9,30,20,10,13,35,24,16,59,7,9766.0,1867,182365000.0,0.0,-3560.0,-0.11957199999960721,EsunnyL2,20210125
47,20210125,OI0001,664664410057838966,664664410000000000,9766.0,0.0,0.0,0.0,0.0,9767.0,0.0,0.0,0.0,0.0,1,0,0,0,0,36,0,0,0,0,9767.0,1882,0.0,15.0,-182365000.0,-0.463846000000558,EFH_SF,20210125
48,20210125,OI0001,664664410307859370,664664410250000000,9766.0,9765.0,9764.0,9763.0,9762.0,9767.0,9768.0,9769.0,9770.0,9771.0,2,28,22,11,13,28,25,16,59,7,9767.0,1899,185490240.0,17.0,185490240.0,0.17358400000011898,EsunnyL2,20210125
49,20210125,OI0001,664664410557976850,664664410500000000,9766.0,9765.0,9764.0,9763.0,9762.0,9767.0,9768.0,9769.0,9770.0,9771.0,16,28,22,11,13,24,25,16,60,7,9767.0,1922,187736610.0,23.0,2246370.0,0.542234999998982,EsunnyL2,20210125
51,20210125,OI0001,664664410808141963,664664410750000000,9766.0,9765.0,9764.0,9763.0,9762.0,9768.0,9769.0,9770.0,9771.0,9772.0,14,38,22,10,13,25,16,60,7,26,9766.0,1965,191936320.0,0.0,191936320.0,0.03242300000056275,EsunnyL2,20210125
52,20210125,OI0001,664664411058179865,664664411000000000,9766.0,0.0,0.0,0.0,0.0,9767.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,0,0,0,9765.0,1995,0.0,30.0,-191936320.0,-0.3922629999997298,EFH_SF,20210125
53,20210125,OI0001,664664411308296239,664664411250000000,9766.0,9765.0,9764.0,9763.0,9762.0,9768.0,9769.0,9770.0,9771.0,9772.0,22,36,22,11,14,24,16,60,7,26,9767.0,2014,196721920.0,0.0,196721920.0,0.3369860000002518,EsunnyL2,20210125
55,20210125,OI0001,664664411558430910,664664411500000000,9767.0,9766.0,9765.0,9764.0,9763.0,9768.0,9769.0,9770.0,9771.0,9772.0,4,23,36,22,11,8,16,60,7,26,9768.0,2039,199163860.0,25.0,2441940.0,0.4393099999997503,EsunnyL2,20210125
56,20210125,OI0001,664664411808633962,664664411750000000,9767.0,9766.0,9765.0,9764.0,9763.0,9768.0,9769.0,9770.0,9771.0,9772.0,12,23,36,22,16,9,16,59,7,26,9768.0,2065,201703400.0,26.0,2539540.0,0.5719590000007884,EsunnyL2,20210125
57,20210125,OI0001,664664412058757143,664664412000000000,9767.0,9766.0,9765.0,9764.0,9763.0,9768.0,9769.0,9770.0,9771.0,9772.0,14,21,36,22,16,11,16,59,7,26,9767.0,2077,202875530.0,12.0,1172130.0,0.543374999999287,EsunnyL2,20210125
58,20210125,OI0001,664664412308866884,664664412250000000,9768.0,9767.0,9766.0,9765.0,9764.0,9769.0,9770.0,9771.0,9772.0,9773.0,1,3,21,35,23,16,59,7,26,8,9767.0,2101,205219720.0,24.0,2344190.0,0.5067159999998694,EsunnyL2,20210125
59,20210125,OI0001,664664412559008817,664664412500000000,9768.0,9767.0,9766.0,9765.0,9764.0,9769.0,9770.0,9771.0,9772.0,9773.0,1,6,21,36,23,28,59,7,26,8,9769.0,2112,206294210.0,11.0,1074490.0,-0.03138599999874714,EsunnyL2,20210125
60,20210125,OI0001,664664412809393573,664664412750000000,9767.0,9766.0,9765.0,9764.0,9763.0,9769.0,9770.0,9771.0,9772.0,9773.0,1,27,36,23,16,32,59,7,26,8,9768.0,2124,207466300.0,12.0,1172090.0,-0.10041999999884865,EsunnyL2,20210125
61,20210125,OI0001,664664413059277882,664664413000000000,9766.0,9765.0,9764.0,9763.0,9762.0,9767.0,9768.0,9769.0,9770.0,9771.0,27,36,23,16,14,3,3,39,59,7,9767.0,2159,210885150.0,35.0,3418850.0,-0.2038620000002993,EsunnyL2,20210125
63,20210125,OI0001,664664413309426104,664664413250000000,9765.0,9764.0,9763.0,9762.0,9761.0,9767.0,9768.0,9769.0,9770.0,9771.0,36,23,16,14,205,2,1,40,59,7,9766.0,2205,215377770.0,0.0,215377770.0,-0.3246499999986554,EsunnyL2,20210125
64,20210125,OI0001,664664413559486030,664664413500000000,9765.0,9764.0,9763.0,9762.0,9761.0,9767.0,9768.0,9769.0,9770.0,9771.0,35,22,16,14,205,1,17,45,59,7,9766.0,2245,219284380.0,40.0,3906610.0,0.30139999999846623,EsunnyL2,20210125
66,20210125,OI0001,664664414059752914,664664414000000000,9766.0,9765.0,9764.0,9763.0,9762.0,9767.0,9768.0,9769.0,9770.0,9771.0,1,35,22,17,14,7,19,46,59,7,9767.0,2257,220456330.0,10.0,220456330.0,0.25658300000031886,EsunnyL2,20210125
67,20210125,OI0001,664664414309904750,664664414250000000,9765.0,9764.0,9763.0,9762.0,9761.0,9767.0,9768.0,9769.0,9770.0,9771.0,33,22,20,14,204,4,19,46,62,7,9767.0,2265,221237640.0,0.0,-7560.0,0.32371100000091246,EsunnyL2,20210125
69,20210125,OI0001,664664414559945439,664664414500000000,9765.0,9764.0,9763.0,9762.0,9761.0,9767.0,9768.0,9769.0,9770.0,9771.0,30,22,20,14,204,13,23,46,62,7,9766.0,2297,224362910.0,0.0,224362910.0,0.24238399999921967,EsunnyL2,20210125
71,20210125,OI0001,664664414811400265,664664414750000000,9765.0,9764.0,9763.0,9762.0,9761.0,9766.0,9767.0,9768.0,9769.0,9770.0,7,22,20,14,204,2,11,23,46,62,9765.0,2326,227194860.0,0.0,227194860.0,-0.15787600000112434,EsunnyL2,20210125
73,20210125,OI0001,664664415061653664,664664415000000000,9764.0,9763.0,9762.0,9761.0,9760.0,9765.0,9766.0,9767.0,9768.0,9769.0,18,20,14,204,161,2,21,11,23,42,9765.0,2355,230026660.0,29.0,2831800.0,0.1028969999988476,EsunnyL2,20210125
74,20210125,OI0001,664664415311745995,664664415250000000,9765.0,9764.0,9763.0,9762.0,9761.0,9766.0,9767.0,9768.0,9769.0,9770.0,3,21,20,14,204,17,11,24,42,62,9766.0,2374,231882060.0,0.0,231882060.0,0.2718729999996867,EsunnyL2,20210125
76,20210125,OI0001,664664415561760840,664664415500000000,9765.0,9764.0,9763.0,9762.0,9761.0,9766.0,9767.0,9768.0,9769.0,9770.0,1,20,20,14,204,28,11,24,42,65,9764.0,2388,233249180.0,14.0,1367120.0,0.2227439999987837,EsunnyL2,20210125
77,20210125,OI0001,664664415811899211,664664415750000000,9764.0,9763.0,9762.0,9761.0,9760.0,9765.0,9766.0,9767.0,9768.0,9769.0,15,23,14,204,161,3,30,11,24,42,9765.0,2397,234127980.0,9.0,878800.0,0.15121499999986554,EsunnyL2,20210125
78,20210125,OI0001,664664416062002497,664664416000000000,9764.0,0.0,0.0,0.0,0.0,9765.0,0.0,0.0,0.0,0.0,8,0,0,0,0,4,0,0,0,0,9764.0,2410,0.0,13.0,-234127980.0,0.08334800000011455,EFH_SF,20210125
79,20210125,OI0001,664664416315476155,664664416250000000,9764.0,9763.0,9762.0,9761.0,9760.0,9766.0,9767.0,9768.0,9769.0,9770.0,2,23,14,204,164,30,11,24,21,65,9765.0,2426,236959660.0,16.0,236959660.0,0.2400500000003376,EsunnyL2,20210125
80,20210125,OI0001,664664416562312247,664664416500000000,9765.0,9764.0,9763.0,9762.0,9761.0,9766.0,9767.0,9768.0,9769.0,9770.0,1,8,23,14,204,30,11,24,21,66,9765.0,2437,238033800.0,11.0,1074140.0,0.10694599999987986,EsunnyL2,20210125
81,20210125,OI0001,664664416812649162,664664416750000000,9765.0,9764.0,9763.0,9762.0,9761.0,9767.0,9768.0,9769.0,9770.0,9771.0,4,8,23,14,204,12,25,21,66,7,9766.0,2470,241256560.0,0.0,11660.0,0.6723889999993844,EsunnyL2,20210125
83,20210125,OI0001,664664417062579619,664664417000000000,9766.0,9765.0,9764.0,9763.0,9762.0,9767.0,9768.0,9769.0,9770.0,9771.0,6,14,7,23,15,25,25,21,66,7,9766.0,2482,242428510.0,12.0,1171950.0,0.016180999999050982,EsunnyL2,20210125
84,20210125,OI0001,664664417312688312,664664417250000000,9766.0,9765.0,9764.0,9763.0,9762.0,9767.0,9768.0,9769.0,9770.0,9771.0,22,12,9,23,15,17,25,21,66,7,9765.0,2515,245651510.0,33.0,3223000.0,0.31946699999934935,EsunnyL2,20210125
85,20210125,OI0001,664664417562757320,664664417500000000,9764.0,9763.0,9762.0,9761.0,9760.0,9765.0,9766.0,9767.0,9768.0,9769.0,11,23,15,204,164,101,3,17,25,21,9765.0,2555,249557700.0,40.0,3906190.0,0.4571879999984958,EsunnyL2,20210125
86,20210125,OI0001,664664417812847798,664664417750000000,9763.0,9762.0,9761.0,9760.0,9759.0,9765.0,9766.0,9767.0,9768.0,9769.0,24,15,204,164,9,94,6,21,28,21,9765.0,2576,251608240.0,21.0,2050540.0,0.8173419999984617,EsunnyL2,20210125
87,20210125,OI0001,664664418063064431,664664418000000000,9764.0,9763.0,9762.0,9761.0,9760.0,9765.0,9766.0,9767.0,9768.0,9769.0,5,25,15,204,164,93,6,21,28,21,9764.0,2584,252389370.0,8.0,781130.0,0.274120000000039,EsunnyL2,20210125
88,20210125,OI0001,664664418313210394,664664418250000000,9763.0,9762.0,9761.0,9760.0,9759.0,9764.0,9765.0,9766.0,9767.0,9768.0,24,15,204,164,9,1,85,6,21,28,9763.0,2599,253854030.0,0.0,9700.0,0.2881280000001425,EsunnyL2,20210125
90,20210125,OI0001,664664418568072708,664664418500000000,9765.0,9763.0,9762.0,9761.0,9760.0,9766.0,9767.0,9768.0,9769.0,9770.0,15,20,15,204,164,1,21,14,24,61,9766.0,2701,263814240.0,0.0,7570.0,0.11941999999908148,EsunnyL2,20210125
92,20210125,OI0001,664664418813353007,664664418750000000,9766.0,9765.0,9764.0,9763.0,9762.0,9767.0,9768.0,9769.0,9770.0,9771.0,10,20,3,21,15,3,14,24,31,7,9767.0,2728,266451290.0,27.0,2637050.0,0.30775899999935064,EsunnyL2,20210125
93,20210125,OI0001,664664419063526291,664664419000000000,9767.0,0.0,0.0,0.0,0.0,9768.0,0.0,0.0,0.0,0.0,2,0,0,0,0,14,0,0,0,0,9767.0,2743,0.0,15.0,-266451290.0,0.04319200000099954,EFH_SF,20210125
94,20210125,OI0001,664664419313592770,664664419250000000,9766.0,9765.0,9764.0,9763.0,9762.0,9768.0,9769.0,9770.0,9771.0,9772.0,3,21,6,20,15,14,24,31,7,25,9766.0,2753,268892940.0,10.0,268892940.0,0.17099799999959941,EsunnyL2,20210125
95,20210125,OI0001,664664419563893325,664664419500000000,9766.0,9765.0,9764.0,9763.0,9762.0,9767.0,9768.0,9769.0,9770.0,9771.0,31,21,6,20,15,10,15,25,31,7,9766.0,2755,269088260.0,0.0,269088260.0,0.09170799999992596,EsunnyL2,20210125
97,20210125,OI0001,664664419813934364,664664419750000000,9767.0,9766.0,9765.0,9764.0,9763.0,9768.0,9769.0,9770.0,9771.0,9772.0,3,32,21,6,20,4,25,31,7,25,9767.0,2786,272116180.0,0.0,272116180.0,0.18069499999910477,EsunnyL2,20210125
99,20210125,OI0001,664664420064381426,664664420000000000,9767.0,9769.0,9768.0,9767.0,9766.0,9768.0,9773.0,9775.0,9776.0,9777.0,38,1,5,11,8,1,4,204,13,2,9767.0,2811,0.0,25.0,-272116180.0,0.13016999999854306,EFH_SF,20210125
100,20210125,OI0001,664664420314484539,664664420250000000,9768.0,9767.0,9766.0,9765.0,9764.0,9769.0,9770.0,9771.0,9772.0,9773.0,12,39,31,23,6,25,30,7,25,8,9768.0,2820,275437250.0,9.0,275437250.0,0.013635000001158915,EsunnyL2,20210125
101,20210125,OI0001,664664420564635398,664664420500000000,9768.0,9767.0,9766.0,9765.0,9764.0,9769.0,9770.0,9771.0,9772.0,9773.0,6,37,31,29,6,7,30,5,25,8,9768.0,2864,279735500.0,0.0,279735500.0,-0.2615160000004835,EsunnyL2,20210125
103,20210125,OI0001,664664420814810712,664664420750000000,9768.0,9767.0,9766.0,9765.0,9764.0,9769.0,9770.0,9771.0,9772.0,9773.0,5,37,31,29,7,3,30,5,25,8,9769.0,2885,281786930.0,21.0,2051430.0,0.010635000000547734,EsunnyL2,20210125
104,20210125,OI0001,664664421064811849,664664421000000000,9769.0,9768.0,9767.0,9766.0,9765.0,9770.0,9771.0,9772.0,9773.0,9774.0,9,9,11,8,113,29,34,46,19,10,9769.0,2911,0.0,26.0,-281786930.0,0.04712599999947997,EFH_SF,20210125
106,20210125,OI0001,664664421316603734,664664421250000000,9768.0,9767.0,9766.0,9765.0,9764.0,9769.0,9770.0,9771.0,9772.0,9773.0,9,8,31,29,7,1,25,5,25,8,9769.0,2927,285889970.0,0.0,285889970.0,0.27939299999889045,EsunnyL2,20210125
107,20210125,OI0001,664664421566619191,664664421500000000,9768.0,9767.0,9766.0,9765.0,9764.0,9769.0,9770.0,9771.0,9772.0,9773.0,9,8,27,29,8,11,26,5,25,8,9769.0,2934,286573800.0,7.0,683830.0,0.1167409999998199,EsunnyL2,20210125
108,20210125,OI0001,664664421819401401,664664421750000000,9768.0,9767.0,9766.0,9765.0,9764.0,9769.0,9770.0,9771.0,9772.0,9773.0,1,8,27,29,8,4,26,5,25,8,9769.0,2955,288625200.0,0.0,288625200.0,-0.050854000000981614,EsunnyL2,20210125
110,20210125,OI0001,664664422067189024,664664422000000000,9766.0,9765.0,9764.0,9763.0,9762.0,9769.0,9770.0,9771.0,9772.0,9773.0,27,35,8,21,15,5,26,5,25,8,9767.0,2985,291555670.0,30.0,2930470.0,-0.6407170000002225,EsunnyL2,20210125
112,20210125,OI0001,664664422317016385,664664422250000000,9767.0,9766.0,9765.0,9764.0,9763.0,9768.0,9769.0,9770.0,9771.0,9772.0,7,27,35,8,21,8,27,26,5,25,9768.0,2986,291653350.0,0.0,291653350.0,-0.14963400000124238,EsunnyL2,20210125
113,20210125,OI0001,664664422567096142,664664422500000000,9766.0,9765.0,9764.0,9763.0,9762.0,9767.0,9768.0,9769.0,9770.0,9771.0,1,35,8,18,14,2,23,28,26,6,9767.0,3022,295169210.0,36.0,3515860.0,-0.6169190000000526,EsunnyL2,20210125
114,20210125,OI0001,664664422817260046,664664422750000000,9766.0,9765.0,9764.0,9763.0,9762.0,9767.0,9768.0,9769.0,9770.0,9771.0,1,35,8,18,14,9,24,28,26,6,9767.0,3036,296536510.0,0.0,296536510.0,-0.22319299999981013,EsunnyL2,20210125
116,20210125,OI0001,664664423067431743,664664423000000000,9765.0,9765.0,9764.0,9763.0,9762.0,9767.0,9769.0,9770.0,9771.0,9772.0,36,87,3,1,3,1,30,56,11,45,9766.0,3048,0.0,12.0,-296536510.0,0.11977900000056252,EFH_SF,20210125
117,20210125,OI0001,664664423317558084,664664423250000000,9766.0,9765.0,9764.0,9763.0,9762.0,9767.0,9768.0,9769.0,9770.0,9771.0,9,35,8,18,14,11,24,29,26,6,9767.0,3054,298294530.0,0.0,298294530.0,0.06040500000017346,EsunnyL2,20210125
119,20210125,OI0001,664664423567626959,664664423500000000,9766.0,9765.0,9764.0,9763.0,9762.0,9767.0,9768.0,9769.0,9770.0,9771.0,4,35,8,18,11,1,24,30,26,6,9766.0,3082,301029220.0,0.0,10280.0,0.17723000000114553,EsunnyL2,20210125
121,20210125,OI0001,664664423817753648,664664423750000000,9766.0,9765.0,9764.0,9763.0,9762.0,9767.0,9768.0,9769.0,9770.0,9771.0,13,38,8,18,11,1,23,30,26,7,9766.0,3092,302005900.0,0.0,302005900.0,0.0259779999996681,EsunnyL2,20210125
123,20210125,OI0001,664664424068356269,664664424000000000,9766.0,9763.0,9762.0,9761.0,9760.0,9767.0,9766.0,9767.0,9768.0,9769.0,16,7,5,203,158,9,8,15,17,22,9767.0,3094,0.0,2.0,-302005900.0,-0.23778999999922235,EFH_SF,20210125
125,20210125,OI0001,664664424318592473,664664424250000000,9765.0,9764.0,9763.0,9762.0,9761.0,9766.0,9767.0,9768.0,9769.0,9770.0,40,8,18,11,209,6,11,31,31,26,9766.0,3111,303861460.0,0.0,303861460.0,-0.0971769999996468,EsunnyL2,20210125
126,20210125,OI0001,664664424568647371,664664424500000000,9765.0,9764.0,9763.0,9762.0,9761.0,9766.0,9767.0,9768.0,9769.0,9770.0,39,8,18,11,209,16,11,31,31,26,9765.0,3112,303959110.0,1.0,97650.0,-0.1915919999992184,EsunnyL2,20210125
127,20210125,OI0001,664664424818741910,664664424750000000,9764.0,9763.0,9762.0,9761.0,9760.0,9766.0,9767.0,9768.0,9769.0,9770.0,8,18,11,209,165,12,13,32,31,26,9766.0,3157,308353410.0,45.0,4394300.0,0.3035469999995257,EsunnyL2,20210125
128,20210125,OI0001,664664425068952959,664664425000000000,9764.0,9763.0,9762.0,9761.0,9760.0,9766.0,9767.0,9768.0,9769.0,9770.0,3,18,11,209,165,29,13,34,16,26,9764.0,3173,309915730.0,16.0,1562320.0,-0.1236800000006042,EsunnyL2,20210125
