,MktDate,Instrument,MachineTime,ExchangeTime,Bid,Bid1,Bid2,Bid3,Bid4,Ask,Ask1,Ask2,Ask3,Ask4,BidSize,BidSize1,BidSize2,BidSize3,BidSize4,AskSize,AskSize1,AskSize2,AskSize3,AskSize4,LastPrice,AccVolume,AccTurnOver,Volume,TurnOver,Pred,DATA_SOURCE,AS_OF_DATE
8048,20210125,OI0001,664665636331710599,664665636250000000,9791.0,9790.0,9789.0,9788.0,9787.0,9792.0,9793.0,9794.0,9795.0,9796.0,10,41,15,11,11,193,29,42,68,24,9791.0,37803,3698688980.0,0.0,3698688980.0,0.08005099999900267,EsunnyL2,20210125
8050,20210125,OI0001,664665636580874220,664665636500000000,9791.0,9790.0,9789.0,9788.0,9787.0,9792.0,9793.0,9794.0,9795.0,9796.0,212,42,14,12,11,194,29,42,68,24,9791.0,37803,3698688980.0,0.0,3698688980.0,-0.08601000000089698,EsunnyL2,20210125
8051,20210125,OI0001,664665636830843921,664665636750000000,9791.0,9790.0,9789.0,9788.0,9787.0,9792.0,9793.0,9794.0,9795.0,9796.0,214,40,14,12,11,42,29,42,68,24,9792.0,37955,3713572820.0,152.0,14883840.0,0.7469700000001467,EsunnyL2,20210125
8052,20210125,OI0001,664665637081158999,664665637000000000,9792.0,9784.0,9783.0,9782.0,9781.0,9793.0,9787.0,9788.0,9789.0,9790.0,28,28,21,11,19,29,19,19,28,24,9792.0,37998,0.0,43.0,-3713572820.0,0.2901000000001659,EFH_SF,20210125
8054,20210125,OI0001,664665637331466932,664665637250000000,9792.0,9791.0,9790.0,9789.0,9788.0,9793.0,9794.0,9795.0,9796.0,9797.0,2,216,39,14,12,28,42,68,24,64,9792.0,38030,3720916840.0,0.0,3720916840.0,-0.11283700000058161,EsunnyL2,20210125
8055,20210125,OI0001,664665637581587966,664665637500000000,9791.0,9790.0,9789.0,9788.0,9787.0,9793.0,9794.0,9795.0,9796.0,9797.0,216,39,14,12,11,29,42,68,23,64,9792.0,38032,3721112680.0,0.0,3721112680.0,-0.1863100000009581,EsunnyL2,20210125
8057,20210125,OI0001,664665637831628313,664665637750000000,9791.0,9790.0,9789.0,9788.0,9787.0,9793.0,9794.0,9795.0,9796.0,9797.0,216,33,14,12,11,31,42,68,23,64,9792.0,38034,3721308520.0,0.0,3721308520.0,-0.26267299999926763,EsunnyL2,20210125
8059,20210125,OI0001,664665638081628984,664665638000000000,9791.0,9784.0,9783.0,9782.0,9781.0,9792.0,9787.0,9788.0,9789.0,9790.0,215,33,21,11,19,2,19,19,28,24,9791.0,38036,0.0,2.0,-3721308520.0,0.09916599999996834,EFH_SF,20210125
8060,20210125,OI0001,664665638331771004,664665638250000000,9791.0,9790.0,9789.0,9788.0,9787.0,9792.0,9793.0,9794.0,9795.0,9796.0,210,33,14,12,12,8,43,42,68,23,9791.0,38037,3721602250.0,1.0,3721602250.0,-0.023360999999567866,EsunnyL2,20210125
8062,20210125,OI0001,664665638581885656,664665638500000000,9791.0,9790.0,9789.0,9788.0,9787.0,9792.0,9793.0,9794.0,9795.0,9796.0,211,33,14,13,12,9,43,42,67,23,9792.0,38038,3721700170.0,0.0,3721700170.0,-0.03336400000080175,EsunnyL2,20210125
8063,20210125,OI0001,664665638832000426,664665638750000000,9791.0,9790.0,9789.0,9788.0,9787.0,9792.0,9793.0,9794.0,9795.0,9796.0,211,33,14,13,12,9,43,42,67,23,9792.0,38038,3721700170.0,0.0,0.0,-0.04037100000095961,EsunnyL2,20210125
8064,20210125,OI0001,664665639081954963,664665639000000000,9791.0,9786.0,9785.0,9784.0,9783.0,9792.0,9790.0,9791.0,9792.0,9793.0,211,15,66,26,21,10,20,9,13,31,9792.0,38038,0.0,0.0,-3721700170.0,-0.15280900000107067,EFH_SF,20210125
8066,20210125,OI0001,664665639332135928,664665639250000000,9791.0,9790.0,9789.0,9788.0,9787.0,9792.0,9793.0,9794.0,9795.0,9796.0,211,33,14,13,12,211,53,42,67,23,9792.0,38038,3721700170.0,0.0,3721700170.0,-0.014142999998512096,EsunnyL2,20210125
8067,20210125,OI0001,664665639582305474,664665639500000000,9790.0,9789.0,9788.0,9787.0,9786.0,9792.0,9793.0,9794.0,9795.0,9796.0,33,14,13,12,14,215,53,42,67,23,9791.0,38249,3742359180.0,0.0,3742359180.0,-0.19350399999893853,EsunnyL2,20210125
8069,20210125,OI0001,664665639832393686,664665639750000000,9790.0,9789.0,9788.0,9787.0,9786.0,9791.0,9792.0,9793.0,9794.0,9795.0,32,14,13,12,14,37,13,39,42,68,9791.0,38249,3742359180.0,0.0,3742359180.0,-0.38919800000076066,EsunnyL2,20210125
8071,20210125,OI0001,664665640090398555,664665640000000000,9790.0,9784.0,9783.0,9782.0,9781.0,9792.0,9787.0,9788.0,9789.0,9790.0,29,34,21,11,19,14,20,19,22,24,9791.0,38286,0.0,37.0,-3742359180.0,-0.5768169999992097,EFH_SF,20210125
8072,20210125,OI0001,664665640332547904,664665640250000000,9791.0,9790.0,9789.0,9788.0,9787.0,9792.0,9793.0,9794.0,9795.0,9796.0,1,29,14,13,12,13,39,42,68,23,9791.0,38289,3746275580.0,0.0,3746275580.0,-0.3413319999999658,EsunnyL2,20210125
8075,20210125,OI0001,664665640582685494,664665640500000000,9791.0,9790.0,9789.0,9788.0,9787.0,9792.0,9793.0,9794.0,9795.0,9796.0,6,29,14,13,12,12,39,42,68,23,9792.0,38290,3746373500.0,0.0,79900.0,-0.3318309999995108,EsunnyL2,20210125
8076,20210125,OI0001,664665640835127922,664665640750000000,9791.0,9790.0,9789.0,9788.0,9787.0,9792.0,9793.0,9794.0,9795.0,9796.0,6,29,14,13,12,10,39,42,68,23,9792.0,38292,3746569340.0,0.0,3746569340.0,-0.07790799999929732,EsunnyL2,20210125
8079,20210125,OI0001,664665641082812100,664665641000000000,9791.0,9790.0,9789.0,9788.0,9787.0,9792.0,9793.0,9794.0,9795.0,9796.0,6,29,14,13,12,12,39,42,68,23,9792.0,38292,3746569340.0,0.0,3746569340.0,-0.08984400000008463,EsunnyL2,20210125
8080,20210125,OI0001,664665641332975244,664665641250000000,9791.0,9790.0,9789.0,9788.0,9787.0,9792.0,9793.0,9794.0,9795.0,9796.0,6,30,13,13,12,13,39,42,68,23,9792.0,38292,3746569340.0,0.0,3746569340.0,-0.11502699999982724,EsunnyL2,20210125
8083,20210125,OI0001,664665641583111271,664665641500000000,9791.0,9790.0,9789.0,9788.0,9787.0,9792.0,9793.0,9794.0,9795.0,9796.0,7,30,13,13,12,12,39,42,68,23,9792.0,38293,3746667260.0,0.0,3746667260.0,-0.08238399999936519,EsunnyL2,20210125
8084,20210125,OI0001,664665641833082369,664665641750000000,9791.0,9790.0,9789.0,9788.0,9787.0,9792.0,9793.0,9794.0,9795.0,9796.0,7,30,13,13,12,10,39,42,68,23,9792.0,38295,3746863100.0,0.0,3746863100.0,0.018345999998928164,EsunnyL2,20210125
8086,20210125,OI0001,664665642084270510,664665642000000000,9791.0,9789.0,9788.0,9787.0,9786.0,9792.0,9792.0,9793.0,9794.0,9795.0,13,22,14,32,15,10,13,31,43,69,9792.0,38295,0.0,0.0,-3746863100.0,0.17104699999981676,EFH_SF,20210125
8087,20210125,OI0001,664665642334270087,664665642250000000,9790.0,9789.0,9788.0,9787.0,9786.0,9791.0,9792.0,9793.0,9794.0,9795.0,29,13,13,12,14,1,6,241,42,68,9790.0,38311,3748429650.0,0.0,3748429650.0,0.3011000000005879,EsunnyL2,20210125
8090,20210125,OI0001,664665642584335422,664665642500000000,9790.0,9789.0,9788.0,9787.0,9786.0,9792.0,9793.0,9794.0,9795.0,9796.0,28,13,13,12,14,9,241,52,68,23,9790.0,38314,3748723370.0,0.0,3748723370.0,-0.18823299999894516,EsunnyL2,20210125
8091,20210125,OI0001,664665642834397359,664665642750000000,9790.0,9789.0,9788.0,9787.0,9786.0,9791.0,9792.0,9793.0,9794.0,9795.0,28,13,13,12,14,1,17,241,52,67,9790.0,38314,3748723370.0,0.0,81610.0,0.12708999999995285,EsunnyL2,20210125
8093,20210125,OI0001,664665643084504409,664665643000000000,9790.0,9789.0,9788.0,9787.0,9786.0,9791.0,9792.0,9793.0,9794.0,9795.0,48,22,17,32,15,1,15,31,43,69,9791.0,38316,0.0,2.0,-3748723370.0,-0.10406900000089081,EFH_SF,20210125
8095,20210125,OI0001,664665643334574428,664665643250000000,9790.0,9789.0,9788.0,9787.0,9786.0,9792.0,9793.0,9794.0,9795.0,9796.0,48,13,10,12,15,18,244,52,67,23,9791.0,38318,3749115010.0,0.0,3749115010.0,-0.3153340000008029,EsunnyL2,20210125
8096,20210125,OI0001,664665643584753116,664665643500000000,9791.0,9790.0,9789.0,9788.0,9787.0,9792.0,9793.0,9794.0,9795.0,9796.0,3,48,13,10,12,14,244,52,67,23,9791.0,38318,3749115010.0,0.0,3749115010.0,0.024711000000024796,EsunnyL2,20210125
8099,20210125,OI0001,664665643834857870,664665643750000000,9790.0,9789.0,9788.0,9787.0,9786.0,9792.0,9793.0,9794.0,9795.0,9796.0,48,13,10,12,15,14,244,52,67,23,9791.0,38326,3749898290.0,0.0,3749898290.0,-0.23265100000025996,EsunnyL2,20210125
8100,20210125,OI0001,664665644084808810,664665644000000000,9790.0,9788.0,9787.0,9786.0,9785.0,9792.0,9792.0,9793.0,9794.0,9795.0,48,17,33,12,63,57,217,31,43,69,9791.0,38326,0.0,0.0,-3749898290.0,-0.18902999999954773,EFH_SF,20210125
8101,20210125,OI0001,664665644334951146,664665644250000000,9790.0,9789.0,9788.0,9787.0,9786.0,9791.0,9792.0,9793.0,9794.0,9795.0,48,13,10,12,15,3,56,252,52,67,9791.0,38326,3749898290.0,0.0,82450.0,-0.08022999999957392,EsunnyL2,20210125
8103,20210125,OI0001,664665644585042729,664665644500000000,9790.0,9789.0,9788.0,9787.0,9786.0,9791.0,9792.0,9793.0,9794.0,9795.0,47,13,10,12,15,7,56,252,52,67,9790.0,38327,3749996190.0,0.0,3749996190.0,-0.30336200000056124,EsunnyL2,20210125
8105,20210125,OI0001,664665644835168441,664665644750000000,9792.0,9790.0,9789.0,9788.0,9787.0,9793.0,9794.0,9795.0,9796.0,9797.0,123,48,13,10,11,254,52,67,23,64,9792.0,38397,3756850490.0,0.0,3756850490.0,-0.00011199999971722718,EsunnyL2,20210125
8107,20210125,OI0001,664665645085238175,664665645000000000,9792.0,9787.0,9786.0,9785.0,9784.0,9793.0,9790.0,9791.0,9792.0,9793.0,118,24,19,67,28,248,24,9,12,31,9793.0,38407,0.0,10.0,-3756850490.0,-0.17915700000048673,EFH_SF,20210125
8109,20210125,OI0001,664665645335434207,664665645250000000,9792.0,9791.0,9790.0,9789.0,9788.0,9793.0,9794.0,9795.0,9796.0,9797.0,121,4,48,13,13,249,52,67,23,64,9793.0,38407,3757829730.0,0.0,3757829730.0,-0.10001899999952002,EsunnyL2,20210125
8110,20210125,OI0001,664665645835723754,664665645750000000,9792.0,9791.0,9790.0,9789.0,9788.0,9793.0,9794.0,9795.0,9796.0,9797.0,121,4,48,13,13,259,52,67,23,64,9793.0,38407,3757829730.0,0.0,88850.0,-0.10385499999938475,EsunnyL2,20210125
8113,20210125,OI0001,664665646335741637,664665646250000000,9792.0,9791.0,9790.0,9789.0,9788.0,9793.0,9794.0,9795.0,9796.0,9797.0,121,4,48,13,13,258,52,67,23,64,9793.0,38408,3757927660.0,0.0,3757927660.0,-0.07032400000025518,EsunnyL2,20210125
8114,20210125,OI0001,664665646585881468,664665646500000000,9792.0,9791.0,9790.0,9789.0,9788.0,9793.0,9794.0,9795.0,9796.0,9797.0,309,4,48,13,13,258,52,67,23,64,9792.0,38421,3759200620.0,13.0,1272960.0,0.06597300000066753,EsunnyL2,20210125
8116,20210125,OI0001,664665646835933551,664665646750000000,9792.0,9791.0,9790.0,9789.0,9788.0,9793.0,9794.0,9795.0,9796.0,9797.0,313,4,48,13,13,183,52,67,23,64,9793.0,38496,3766545370.0,0.0,3766545370.0,0.3449559999990015,EsunnyL2,20210125
8117,20210125,OI0001,664665647085950669,664665647000000000,9792.0,9789.0,9788.0,9787.0,9786.0,9793.0,9793.0,9794.0,9795.0,9796.0,110,20,13,11,12,174,26,43,69,26,9793.0,38505,0.0,9.0,-3766545370.0,0.026657000000341213,EFH_SF,20210125
8118,20210125,OI0001,664665647336137011,664665647250000000,9791.0,9790.0,9789.0,9788.0,9787.0,9793.0,9794.0,9795.0,9796.0,9797.0,7,48,13,13,11,195,53,67,23,64,9792.0,38613,3778002100.0,0.0,3778002100.0,-0.23731500000030792,EsunnyL2,20210125
8120,20210125,OI0001,664665647586278218,664665647500000000,9791.0,9790.0,9789.0,9788.0,9787.0,9792.0,9793.0,9794.0,9795.0,9796.0,2,48,13,10,11,13,195,53,67,23,9792.0,38625,3779177070.0,0.0,3779177070.0,-0.6196149999996123,EsunnyL2,20210125
8122,20210125,OI0001,664665647836345897,664665647750000000,9790.0,9789.0,9788.0,9787.0,9786.0,9792.0,9793.0,9794.0,9795.0,9796.0,48,13,10,11,16,23,195,53,67,23,9791.0,38628,3779470810.0,0.0,3779470810.0,-0.5821560000003956,EsunnyL2,20210125
8124,20210125,OI0001,664665648086509746,664665648000000000,9790.0,9789.0,9788.0,9787.0,9786.0,9792.0,9793.0,9794.0,9795.0,9796.0,48,13,10,11,16,23,196,53,67,23,9791.0,38628,3779470810.0,0.0,0.0,-0.5222030000004452,EsunnyL2,20210125
8125,20210125,OI0001,664665648336511511,664665648250000000,9790.0,9789.0,9788.0,9787.0,9786.0,9792.0,9793.0,9794.0,9795.0,9796.0,28,13,10,11,16,23,176,53,67,23,9791.0,38628,3779470810.0,0.0,3779470810.0,-0.2808469999999943,EsunnyL2,20210125
8127,20210125,OI0001,664665648586626231,664665648500000000,9790.0,9789.0,9788.0,9787.0,9786.0,9792.0,9793.0,9794.0,9795.0,9796.0,28,13,11,11,16,23,176,53,67,23,9791.0,38628,3779470810.0,0.0,0.0,-0.030502999999953317,EsunnyL2,20210125
8128,20210125,OI0001,664665648836792487,664665648750000000,9792.0,9791.0,9790.0,9789.0,9788.0,9793.0,9794.0,9795.0,9796.0,9797.0,177,1,11,13,11,177,53,67,22,64,9792.0,38652,3781820890.0,0.0,3781820890.0,0.03547399999843037,EsunnyL2,20210125
8130,20210125,OI0001,664665649086935110,664665649000000000,9792.0,9791.0,9790.0,9789.0,9788.0,9793.0,9794.0,9795.0,9796.0,9797.0,179,2,11,13,11,1,53,67,22,64,9793.0,38828,3799056570.0,176.0,17235680.0,0.4228560000010475,EsunnyL2,20210125
8131,20210125,OI0001,664665649337001015,664665649250000000,9793.0,9792.0,9791.0,9790.0,9789.0,9794.0,9795.0,9796.0,9797.0,9798.0,37,2,2,11,13,55,64,22,64,85,9793.0,38829,3799154500.0,0.0,3799154500.0,0.13718399999925168,EsunnyL2,20210125
8133,20210125,OI0001,664665649587124072,664665649500000000,9792.0,9791.0,9790.0,9789.0,9788.0,9793.0,9794.0,9795.0,9796.0,9797.0,2,3,11,10,11,48,53,64,22,64,9792.0,38871,3803267540.0,42.0,4113040.0,-0.39946400000008,EsunnyL2,20210125
8134,20210125,OI0001,664665649837253842,664665649750000000,9792.0,9791.0,9790.0,9789.0,9788.0,9793.0,9794.0,9795.0,9796.0,9797.0,8,2,11,10,11,48,53,64,22,64,9793.0,38892,3805323820.0,21.0,2056280.0,0.13472300000103132,EsunnyL2,20210125
8135,20210125,OI0001,664665650087185654,664665650000000000,9791.0,9788.0,9787.0,9786.0,9785.0,9793.0,9792.0,9793.0,9794.0,9795.0,4,14,11,13,65,51,193,29,42,69,9792.0,38900,0.0,8.0,-3805323820.0,0.050028999999994994,EFH_SF,20210125
8136,20210125,OI0001,664665650337387417,664665650250000000,9790.0,9789.0,9788.0,9787.0,9786.0,9792.0,9793.0,9794.0,9795.0,9796.0,12,10,11,11,10,26,50,53,64,22,9791.0,38907,3806792550.0,7.0,3806792550.0,-0.1963610000002518,EsunnyL2,20210125
8137,20210125,OI0001,664665650587550396,664665650500000000,9790.0,9789.0,9788.0,9787.0,9786.0,9791.0,9792.0,9793.0,9794.0,9795.0,13,10,11,11,10,5,28,50,53,64,9791.0,38907,3806792550.0,0.0,3806792550.0,-0.2159380000011879,EsunnyL2,20210125
8139,20210125,OI0001,664665650837580040,664665650750000000,9790.0,9789.0,9788.0,9787.0,9786.0,9791.0,9792.0,9793.0,9794.0,9795.0,12,10,11,11,10,4,28,60,53,64,9791.0,38909,3806988360.0,0.0,3806988360.0,-0.16244999999980791,EsunnyL2,20210125
8141,20210125,OI0001,664665651087643831,664665651000000000,9789.0,9783.0,9782.0,9781.0,9780.0,9791.0,9786.0,9787.0,9788.0,9789.0,11,21,11,19,65,5,17,20,19,28,9790.0,38921,0.0,12.0,-3806988360.0,-0.026015000001279986,EFH_SF,20210125
8143,20210125,OI0001,664665651337723459,664665651250000000,9789.0,9788.0,9787.0,9786.0,9785.0,9791.0,9792.0,9793.0,9794.0,9795.0,12,11,11,10,67,23,38,60,53,64,9790.0,38922,3808261070.0,0.0,3808261070.0,-0.25644999999894935,EsunnyL2,20210125
8144,20210125,OI0001,664665651588036201,664665651500000000,9789.0,9788.0,9787.0,9786.0,9785.0,9790.0,9791.0,9792.0,9793.0,9794.0,12,11,11,10,67,3,23,35,60,53,9790.0,38922,3808261070.0,0.0,132590.0,-0.2956429999994725,EsunnyL2,20210125
8147,20210125,OI0001,664665651838108933,664665651750000000,9789.0,9788.0,9787.0,9786.0,9785.0,9790.0,9791.0,9792.0,9793.0,9794.0,12,11,11,10,67,12,23,35,60,53,9790.0,38924,3808456870.0,0.0,3808456870.0,-0.27031699999861303,EsunnyL2,20210125
8148,20210125,OI0001,664665652088161675,664665652000000000,9789.0,9788.0,9787.0,9786.0,9785.0,9790.0,9791.0,9792.0,9793.0,9794.0,11,11,11,10,67,13,23,35,60,53,9790.0,38924,3808456870.0,0.0,3808456870.0,-0.16301199999907112,EsunnyL2,20210125
8151,20210125,OI0001,664665652338193744,664665652250000000,9789.0,9788.0,9787.0,9786.0,9785.0,9790.0,9791.0,9792.0,9793.0,9794.0,7,11,11,10,67,14,19,35,61,53,9789.0,38928,3808848430.0,0.0,3808848430.0,-0.14700799999991432,EsunnyL2,20210125
8153,20210125,OI0001,664665652588517074,664665652500000000,9788.0,9787.0,9786.0,9785.0,9784.0,9790.0,9791.0,9792.0,9793.0,9794.0,12,11,10,67,28,14,19,35,62,53,9789.0,38933,3809337880.0,0.0,3809337880.0,-0.05619999999908032,EsunnyL2,20210125
8155,20210125,OI0001,664665652838622140,664665652750000000,9788.0,9787.0,9786.0,9785.0,9784.0,9789.0,9790.0,9791.0,9792.0,9793.0,14,11,10,67,28,4,15,19,35,62,9789.0,38934,3809435770.0,0.0,3809435770.0,-0.41036799999892537,EsunnyL2,20210125
8157,20210125,OI0001,664665653088614377,664665653000000000,9788.0,9787.0,9786.0,9785.0,9784.0,9789.0,9790.0,9791.0,9792.0,9793.0,13,11,10,67,28,4,15,19,35,62,9789.0,38934,3809435770.0,0.0,3809435770.0,-0.37999800000034156,EsunnyL2,20210125
8158,20210125,OI0001,664665653338639579,664665653250000000,9788.0,9787.0,9786.0,9785.0,9784.0,9789.0,9790.0,9791.0,9792.0,9793.0,13,11,10,67,28,4,15,19,35,64,9789.0,38934,3809435770.0,0.0,0.0,-0.17956000000049244,EsunnyL2,20210125
8159,20210125,OI0001,664665653588833809,664665653500000000,9788.0,9787.0,9786.0,9785.0,9784.0,9789.0,9790.0,9791.0,9792.0,9793.0,13,11,10,67,27,4,15,19,35,64,9789.0,38934,3809435770.0,0.0,0.0,-0.06526400000075228,EsunnyL2,20210125
8161,20210125,OI0001,664665653838879257,664665653750000000,9788.0,9787.0,9786.0,9785.0,9784.0,9789.0,9790.0,9791.0,9792.0,9793.0,14,11,10,67,27,3,15,19,35,64,9789.0,38935,3809533660.0,0.0,3809533660.0,-0.1431990000000951,EsunnyL2,20210125
8162,20210125,OI0001,664665654088909887,664665654000000000,9788.0,9790.0,9789.0,9788.0,9787.0,9789.0,9793.0,9794.0,9795.0,9796.0,16,33,14,13,12,3,43,42,67,23,9789.0,38936,0.0,1.0,-3809533660.0,-0.0028400000010151416,EFH_SF,20210125
8163,20210125,OI0001,664665654339061973,664665654250000000,9788.0,9787.0,9786.0,9785.0,9784.0,9789.0,9790.0,9791.0,9792.0,9793.0,18,11,10,67,27,3,15,19,36,64,9789.0,38936,3809631550.0,0.0,3809631550.0,0.019868000001224573,EsunnyL2,20210125
8165,20210125,OI0001,664665654589192504,664665654500000000,9788.0,9787.0,9786.0,9785.0,9784.0,9789.0,9790.0,9791.0,9792.0,9793.0,19,11,10,67,27,3,15,19,36,60,9789.0,38936,3809631550.0,0.0,3809631550.0,0.14636199999949895,EsunnyL2,20210125
8167,20210125,OI0001,664665654839290967,664665654750000000,9788.0,9787.0,9786.0,9785.0,9784.0,9790.0,9791.0,9792.0,9793.0,9794.0,19,11,10,67,27,15,19,36,60,54,9789.0,38939,3809925220.0,0.0,3809925220.0,0.006527000001369743,EsunnyL2,20210125
8169,20210125,OI0001,664665655089241621,664665655000000000,9789.0,9789.0,9788.0,9787.0,9786.0,9790.0,9792.0,9793.0,9794.0,9795.0,1,14,13,12,14,15,13,39,42,68,9789.0,38939,0.0,0.0,-3809925220.0,-0.00020499999845924322,EFH_SF,20210125
8170,20210125,OI0001,664665655339463188,664665655250000000,9788.0,9787.0,9786.0,9785.0,9784.0,9790.0,9791.0,9792.0,9793.0,9794.0,21,10,10,67,27,15,19,37,60,53,9789.0,38941,3810121000.0,0.0,3810121000.0,0.06715899999835528,EsunnyL2,20210125
8172,20210125,OI0001,664665655589633567,664665655500000000,9789.0,9788.0,9787.0,9786.0,9785.0,9790.0,9791.0,9792.0,9793.0,9794.0,2,21,10,11,67,16,19,37,60,53,9789.0,38941,3810121000.0,0.0,3810121000.0,0.0001250000004802132,EsunnyL2,20210125
8175,20210125,OI0001,664665655839858723,664665655750000000,9788.0,9787.0,9786.0,9785.0,9784.0,9790.0,9791.0,9792.0,9793.0,9794.0,22,10,11,67,27,16,19,37,61,53,9789.0,38944,3810414670.0,0.0,3810414670.0,-0.03976200000033714,EsunnyL2,20210125
8176,20210125,OI0001,664665656089710994,664665656000000000,9789.0,9790.0,9789.0,9788.0,9787.0,9790.0,9793.0,9794.0,9795.0,9796.0,1,29,14,13,12,17,39,42,68,23,9789.0,38944,3810280960.0,0.0,-133710.0,0.0018380000001343433,EFH_SF,20210125
8178,20210125,OI0001,664665656339882134,664665656250000000,9788.0,9787.0,9786.0,9785.0,9784.0,9790.0,9791.0,9792.0,9793.0,9794.0,23,10,11,269,27,12,19,37,61,53,9789.0,38948,3810806230.0,0.0,133910.0,0.015074999999342253,EsunnyL2,20210125
8179,20210125,OI0001,664665656589951149,664665656500000000,9789.0,9788.0,9787.0,9786.0,9785.0,9790.0,9791.0,9792.0,9793.0,9794.0,4,22,10,11,269,12,19,37,61,53,9789.0,38948,3810806230.0,0.0,3810806230.0,0.06270899999981339,EsunnyL2,20210125
8182,20210125,OI0001,664665656840029870,664665656750000000,9788.0,9787.0,9786.0,9785.0,9784.0,9790.0,9791.0,9792.0,9793.0,9794.0,23,10,11,269,23,11,19,37,61,53,9790.0,38953,3811295690.0,0.0,3811295690.0,-0.08000600000013947,EsunnyL2,20210125
8183,20210125,OI0001,664665657090000611,664665657000000000,9789.0,9784.0,9783.0,9782.0,9781.0,9790.0,9787.0,9788.0,9789.0,9790.0,1,18,20,14,18,12,12,27,17,24,9790.0,38953,0.0,0.0,-3811295690.0,0.07432899999912479,EFH_SF,20210125
8184,20210125,OI0001,664665657340468645,664665657250000000,9788.0,9787.0,9786.0,9785.0,9784.0,9790.0,9791.0,9792.0,9793.0,9794.0,26,10,11,269,23,12,19,37,61,53,9789.0,38955,3811491470.0,0.0,3811491470.0,0.06073800000012852,EsunnyL2,20210125
8186,20210125,OI0001,664665657590322498,664665657500000000,9788.0,9787.0,9786.0,9785.0,9784.0,9790.0,9791.0,9792.0,9793.0,9794.0,26,10,11,269,23,12,19,37,61,53,9789.0,38955,3811491470.0,0.0,0.0,0.07171399999970163,EsunnyL2,20210125
8187,20210125,OI0001,664665658090338694,664665658000000000,9789.0,9789.0,9788.0,9787.0,9786.0,9790.0,9792.0,9793.0,9794.0,9795.0,2,13,13,12,14,2,6,241,42,68,9790.0,38965,0.0,10.0,-3811491470.0,0.24551700000120036,EFH_SF,20210125
8189,20210125,OI0001,664665658340472115,664665658250000000,9789.0,9788.0,9787.0,9786.0,9785.0,9790.0,9791.0,9792.0,9793.0,9794.0,14,25,10,11,269,6,19,37,61,53,9789.0,38966,3812568360.0,0.0,3812568360.0,0.1840890000003128,EsunnyL2,20210125
8190,20210125,OI0001,664665658590675350,664665658500000000,9790.0,9789.0,9788.0,9787.0,9786.0,9791.0,9792.0,9793.0,9794.0,9795.0,1,16,25,10,11,19,37,61,53,54,9790.0,38972,3813155760.0,0.0,3813155760.0,0.06293399999958638,EsunnyL2,20210125
8192,20210125,OI0001,664665658840711049,664665658750000000,9789.0,9788.0,9787.0,9786.0,9785.0,9790.0,9791.0,9792.0,9793.0,9794.0,16,25,10,11,269,1,12,37,61,53,9790.0,38979,3813841060.0,7.0,685300.0,0.11839700000018638,EsunnyL2,20210125
8193,20210125,OI0001,664665659090733733,664665659000000000,9790.0,9785.0,9784.0,9783.0,9782.0,9791.0,9788.0,9789.0,9790.0,9791.0,4,18,33,21,12,12,21,22,24,9,9790.0,38980,0.0,1.0,-3813841060.0,0.1234069999991334,EFH_SF,20210125
8195,20210125,OI0001,664665659340837252,664665659250000000,9789.0,9788.0,9787.0,9786.0,9785.0,9791.0,9792.0,9793.0,9794.0,9795.0,16,25,10,11,269,12,37,61,53,54,9790.0,38987,3814624260.0,0.0,3814624260.0,0.06865400000060617,EsunnyL2,20210125
8196,20210125,OI0001,664665659591119987,664665659500000000,9789.0,9788.0,9787.0,9786.0,9785.0,9791.0,9792.0,9793.0,9794.0,9795.0,17,27,10,11,269,12,37,61,53,54,9790.0,38987,3814624260.0,0.0,136180.0,0.06652000000030966,EsunnyL2,20210125
8198,20210125,OI0001,664665660091121562,664665660000000000,9789.0,9789.0,9788.0,9787.0,9786.0,9791.0,9793.0,9794.0,9795.0,9796.0,17,13,10,12,15,13,244,52,67,23,9790.0,38987,0.0,0.0,-3814624260.0,0.018038999998680083,EFH_SF,20210125
8199,20210125,OI0001,664665660341293685,664665660250000000,9789.0,9788.0,9787.0,9786.0,9785.0,9791.0,9792.0,9793.0,9794.0,9795.0,18,30,10,11,269,13,38,61,53,54,9790.0,38987,3814624260.0,0.0,3814624260.0,0.0640400000011141,EsunnyL2,20210125
8202,20210125,OI0001,664665660591504397,664665660500000000,9790.0,9789.0,9788.0,9787.0,9786.0,9791.0,9792.0,9793.0,9794.0,9795.0,1,18,30,10,11,13,38,61,53,54,9791.0,38989,3814820080.0,0.0,3814820080.0,0.2071670000004815,EsunnyL2,20210125
8204,20210125,OI0001,664665660841516934,664665660750000000,9790.0,9789.0,9788.0,9787.0,9786.0,9791.0,9792.0,9793.0,9794.0,9795.0,2,18,30,10,12,13,38,61,53,54,9790.0,38994,3815309580.0,0.0,3815309580.0,0.04398199999923236,EsunnyL2,20210125
8205,20210125,OI0001,664665661091458003,664665661000000000,9790.0,9790.0,9789.0,9788.0,9787.0,9791.0,9794.0,9795.0,9796.0,9797.0,2,48,13,10,11,12,52,67,23,64,9791.0,38996,0.0,2.0,-3815309580.0,0.23378500000035274,EFH_SF,20210125
